(SELECT a.id FROM album AS a WHERE a.name = 'Iron Maiden');Prowler;00-03-55;`Walking through the city, looking oh so pretty
I've just got to find my way
See the ladies flashing
All their legs and lashes
I've just got to find my way

Well, you see me crawling through the bushes
With it open wide
What you seeing, girl?
Can't you believe that feeling, can't you believe it?
Can't you believe your eyes?
It's the real thing, girl

Got me feeling myself and reeling around
Got me talking but feel like walking around
Got me feeling myself and reeling a
Got me talking but nothing's with me
Got me feeling myself and reeling around`
(SELECT a.id FROM album AS a WHERE a.name = 'Iron Maiden');Remember Tomorrow;00-05-27;`Unchain the colours before my eyes
Yesterday's sorrows, tomorrow's white lies
Scan the horizon, the clouds take me higher
I shall return from out of the fire

Tears for remembrance, and tears for joy
Tears for somebody but this lonely boy
Out in the madness, the all seeing eye
Flickers above us, to light up the sky

Unchain the colors before my eyes
Yesterday's sorrows, tomorrow's white lies
Scan the horizon, the clouds take me higher
I shall return from out of the fire`
(SELECT a.id FROM album AS a WHERE a.name = 'Iron Maiden');Running Free;00-03-16;`Just sixteen, a pickup truck
Out of money, out of luck
I've got nowhere to call my own
Hit the gas, and here I go

I'm running free yeah, I'm running free
I'm running free yeah, oh, I'm running free

Spent the night in an LA Jail
And listened to the sirens wail
They ain't got a thing on me
I'm running wild, I'm running free

I'm running free yeah, I'm running free
I'm running free yeah, oh, I'm running free

(Get out off my way, yeah!)

I'm running free yeah, I'm running free
I'm running free yeah, oh I'm running free

Pulled her at the Bottle Top
Whiskey, dancing, disco hop
Now all the boys are after me
And that's the way it's gonna be

I'm running free yeah, I'm running free
I'm running free yeah, oh, I'm running free`
(SELECT a.id FROM album AS a WHERE a.name = 'Iron Maiden');Phantom of the Opera;00-07-20;`I've been looking so long for you
Now you won't get away from my grasp
You've been living so long in hiding
In hiding behind that false mask

And you know and I know
That you ain't got long now to last
Your looks and your feelings
Are just the remains of your past

You're standing in the wings
There you wait for the curtain to fall
Knowing the terror and holding you have on us all
Yeah, I know that you're gonna scratch me, maim me and maul
You know I'm helpless from your mesmerising cat call

Keep your distance, walk away, don't take his bait
Don't you stray, don't fade away
Watch your step, he's out to get you, come what may
Don't you stray, from the narrow way

I'm running and hiding
In my dreams, you're always there
You're the phantom of the opera
You're the devil, you're just out to scare
You damaged my mind and my soul
It just floats through the air
Haunt me, you taunt me
You torture me back at your lair`
(SELECT a.id FROM album AS a WHERE a.name = 'Iron Maiden');Transylvania;00-04-05;Instrumental
(SELECT a.id FROM album AS a WHERE a.name = 'Iron Maiden');Strange World;00-05-45;`The only place where you can dream
Living here is not what it seems
Ship of white light in the sky
Nobody there to reason why

Here I am, I'm not really there
Smiling faces ever so rare
A let's walk in deepest space
Living here just isn't the place

Stalks of light come from the ground
When I cry there isn't a sound
All my feelings cannot be held
I'm happy in my new strange world

Shades of green grasses twine
Girls drinking plasma wine
A look at love, a dream unfolds
Living here, you'll never grow old

Don't you hear me call? Ooh`
(SELECT a.id FROM album AS a WHERE a.name = 'Iron Maiden');Charlotte the Harlot;00-04-12;`Giving a swish with your arse in the air, don't you know what they're saying?
Charlotte you're so refined when you take all the love that they're giving
Sticking with every man that you find, don't you know what they're after?
Charlotte you've got your legs in the air, don't you hear all the laughter?

Charlotte the Harlot show me your legs
Charlotte the Harlot take me to bed
Charlotte the Harlot let me see blood
Charlotte the Harlot let me see love

Taking so many men to your room, don't you feel no remorse?
You charge them a fiver, It's only for starters
And ten for the main course
And you've got no feelings, they died long ago
Don't you care who you let in?
And don't you know you're breaking the law with the service you're giving

Charlotte the Harlot show me your legs
Charlotte the Harlot take me to bed
Charlotte the Harlot let me see blood
Charlotte the Harlot let me see love

There was a time when you left me standing there
Picking up pieces of love off the floor
Well Charlotte you left me alone in there
To make your ends as a bloody whore
Well Charlotte you told me you love me true
Picking up pieces of love yesterday
Well Charlotte your draws are off color too
'Cause you're making love all day
'Cause you make it!
(Oh, 'cause you make it!)

Giving a swish with your arse in the air, don't you know what they're saying?
Charlotte you're so refined when you take all the love that they're giving
Sticking with every man that you find, don't you know what they're after?
Charlotte you've got your legs in the air, don't you hear all the laughter?

Charlotte the Harlot show me your legs
Charlotte the Harlot take me to bed
Charlotte the Harlot let me see blood
Charlotte the Harlot let me see love`
(SELECT a.id FROM album AS a WHERE a.name = 'Iron Maiden');Iron Maiden;00-03-35;`Alright

Won't you come into my room?
I wanna show you all my wares
I just want to see your blood
I just want to stand and stare

See the blood begin to flow
As it falls upon the floor
Iron Maiden can't be fought
Iron Maiden can't be sought

Oh, well, wherever
Wherever you are
Iron Maiden's gonna get you
No matter how far

See the blood flow
Watching it shed
Up above my head
Iron Maiden wants you for dead

Won't you come into my room?
I wanna show you all my wares
I just want to see your blood
I just want to stand and stare

See the blood begin to flow
As it falls upon the floor
Iron Maiden can't be fought
Iron Maiden can't be sought

Oh, well, wherever
Wherever you are
Iron Maiden's gonna get you
No matter how far

See the blood flow
Watching it shed
Up above my head
Iron Maiden wants you for dead

Just come into my room
I wanna show you all my wares
I just want to see your blood
I just want to stand and stare

See the blood begin to flow
As it falls upon the floor
Iron Maiden can't be fought
Iron Maiden can't be sought

Oh, well, wherever
Wherever you are
Iron Maiden's gonna get you
No matter how far

See the blood flow
Watching it shed
Up above my head
Iron Maiden wants you for dead

Ow, ow
Yeah, yeah`
(SELECT a.id FROM album AS a WHERE a.name = 'Killers');The Ides of March;00-01-48;Instrumental
(SELECT a.id FROM album AS a WHERE a.name = 'Killers');Wrathchild;00-02-54;`I was born into a scene
Of angriness and greed
Of dominance and persecution

My mother was a queen
My dad I've never seen
I was never meant to be

Now I spend my time
Looking all around
For a man that's nowhere
To be found
Until I find him
I'm never gonna stop searching
I'm going to find my man
Gonna travel round

'Cause I'm a wrathchild
Well I'm a wrathchild
Yeh I'm a wrathchild

I'm coming to get you
Oh, yeah yeah

Some say it shouldn't matter
Ain't nothing gonna alter
The course of my destination

But I know I've gotta find
Some seriaus peace of mind
Or I know I'll just go crazy

Now I spend my time
Looking all around
For a man that's nowhere
To be found
Until I find him
I'm never gonna stop searching
I'm going to find my man
Gonna travel round

'Cause I'm a wrathchild
Well I'm a wrathchild
Yeh I'm a wrathchild

I'm coming to get you
Oh, yeah yeah`
(SELECT a.id FROM album AS a WHERE a.name = 'Killers');Murders in the Rue Morgue;00-04-14;`I remember it as plain as day
Although it happened in the dark of the night
I was strolling throught the streets of Paris
And it was cold it was starting to rain
And then I heard a piercing scream
And I rushed to the scene of the crime
But all I found was butchered remains
Of two girls laying side by side

Murders in the Rue Morgue
Someone call the Gendarmes
Murders in the Rue Morgue
Flee before the killers go free

There's some people coming down the street
At last someone's heard my call
I can't understand why they're pointing at me
I never done nothing at all

Well I must have got some blood on my hands
Because everybody's shouting at me
I can't speak French so I couldn't explain
And like a fool I started running away

Murders in the Rue Morgue
Someone call the Gendarmes
Murder in the Rue Morgue
Am I ever going to be free

