And now I've gotta get away from the arms of the law
All France is looking for me
I've gotta find my way across the border for sure
Down the South to Italy

Murders in the Rue Morgue
Running from the Gendarme
Murders in the Rue Morgue
I'm never going home

Well I made it to the border at last
But I can't erase the scene from my mind
Any time somebody stares at me
Well I just started running blind

Well I'm running throught the shadows tonight
Away from the staring eyes
Any day they'll be looking for me
Cause I know that I show the signs of...

Murders in the Rue Morgue
Running from the Gendarmes
Murders in the Rue Morgue
Runnin' from the arms of the law

Murders in the Rue Morgue
Running from the Gendarmes
Murders in the Rue Morgue
Am I ever gonna be free

It took so long and I'm getting so tired
I'm running out of places to hide
Should I return to the scene of the crime
Where the two young victims died

If I could go to somebody to help
It would get me out of trouble for sure
But I know that it's on my mind
That my doctor said I've done it before

Murders in the Rue Morgue
They're never gonna find me
Murders in the Rue Morgue
I'm never going home`
(SELECT a.id FROM album AS a WHERE a.name = 'Killers');Another Life;00-03-22;`As I lay here lying on my bed
Sweet voices come into my head
What it is I wanna know
Please won' t you tell me it's got to go

There' s a feeling that' s inside me
Telling me to get away
But I' m so tired of living
I might as well end today

As I lay here lying on my bed
Sweet voices come into my head
What it is I wanna know
Please won' t you tell me it's got to go

There' s a feeling that' s inside me
Telling me to get away
But I' m so tired of living
I might as well end today

As I lay here lying on my bed
Sweet voices come into my head
What it is I wanna know
Please won' t you tell me it's got to go

There' s a feeling that' s inside me
Telling me to get away
But I' m so tired of living
I might as well end today`
(SELECT a.id FROM album AS a WHERE a.name = 'Killers');Genghis Khan;00-03-02;Instrumental
(SELECT a.id FROM album AS a WHERE a.name = 'Killers');Innocent Exile;00-03-50;`My life is so empty
Nothing to live for
My mind is all confusion
'Cause I defied the law

When you weren't there to help me
I lost my mind and ran
I never had no trouble
Before this all began

My life is so empty
Nothing to live for
My mind is all confusion
'Cause I defied the law

When you weren't there to help me
I lost my mind and ran
I never had no trouble
Before this all began

I'm running away
Nowhere to go
I'm lost and tired
And I just don't know

They say I killed a woman
They know it isn't true
They're just trying to frame me
And all because of you

Lord, I'm running`
(SELECT a.id FROM album AS a WHERE a.name = 'Killers');Killers;00-04-58;`You walk through the subway
His eyes burn a hole in your back
A footstep behind you
He lunges prepared for attack
Scream for mercy
He laughs as he's watching you bleed
Killer behind you
His blood lust defies all his needs

My innocent victims
Are slaughtered with wrath and despise
The mocking religion of hatred
That burns in the night
I have no-one
I'm bound to destroy
All this greed
A voice inside me
Compelling to satisfy me

I can see
What a knife's meant to be
You'll never know
How I came to foresee
My faith in believing is stronger
Than lifelines and ties
With the glimmer of metal
My moment is ready to strike

The death call arises
A scream breaks the still of the night
Another tomorrow
Remember to walk in the light

I have found you
And now there is no place to run
Excitement shakes me
Oh God help me what have I done

Yeah I've done it again!

He walks through the subway
My eyes burn a hole through your back
A footstep behind you
He lunges prepared for attack

Scream for mercy
He laughs as he's watching you bleed
Killer behind you
My blood lust defies all my needs
Look out I'm coming for you!`
(SELECT a.id FROM album AS a WHERE a.name = 'Killers');Prodigal Son;00-06-00;`Listen to me, Lamia
Listen to what I've got to say
I've got these feelings
And they won't go away
I've got these fears inside
That'll bring me to my knees
Oh, help me Lamia
Or I'm not sure
I'll die, oh, please
I feel unsettled, now I know that I've done wrong
I've messed around with mystic things
And magic for far too long
I feel I'm being paid with this nightmare inside me
The devil's got a hold on my soul
And he just won't let me be
I'm on my knees, oh, help me, please
Oh, Lamia, please, try to help me
The devil's got a hold on my soul
And he won't let me be
Lamia I've got this curse, I'm turning to bad
The devil's got a hold on my soul
And it's driving me mad`
(SELECT a.id FROM album AS a WHERE a.name = 'Killers');Purgatory;00-03-18;`Thinking of an age old dream
Places I have never seen
Fantasies lived times before
I split my brain, melt through the floor

Over clouds my mind will fly
Forever now I can't think why
My body tries to leave my soul
Is it me? I just don't know

Memories rising from the past
The future shadows overcast
Something's clutching at my head
Through the darkness I'll be led

Oh another time, another place
Oh well another smile on another face
When you see me floating up beside you
You get the feeling that all my love's inside of you

Please take me away
Take me away
So far away`
(SELECT a.id FROM album AS a WHERE a.name = 'Killers');Drifter;00-04-47;`Look out, now, baby, won't you take me away?
Sitting here I think it's gonna be a new day

Gonna get my song till I can't go on
Gonna keep on roaming, gonna sing my song

What you feeling when you hold me tight
Gonna cuddle up to you tonight
Gonna get you feeling so secure
Listen child, don't you see there's a cure?
Anywhere got to get you away
Feels so good, think it's gonna be a new day

Gonna get my song till I can't go on
Gonna keep on roaming, gotta sing my song

What you feeling when you hold me tight?
I wanna cuddle up to you tonight
Gonna get you feeling so secure
Listen child, don't you see there's a cure?
Anywhere got to get you away
Feels so good, think it's gonna be a new day

Gonna get my song till I can't go on
Gonna keep on roaming, gotta sing my song

Gonna sing my song, yeah
And it won't take long
Gonna sing my song, yeah
Won't you sing along

I want you to sing it
Sing it, sing it, sing it along

I want you to sing it
Sing it, sing it, sing it along

I want you to sing it
Sing it, sing it, sing it along

I want you to sing it
Sing it, sing it, sing it along`
